ts,pid,name,cpu_percent,cpu_seconds,rss_bytes,vms_bytes
2025-11-29T19:01:14.867501,43531,order_service_app,0.55,N/A,0,0
2025-11-29T19:01:16.899053,43350,user_service_app,98.82,N/A,0,0
2025-11-29T19:01:18.925041,43413,product_service_app,23.07,N/A,0,0
2025-11-29T19:01:21.975902,43531,order_service_app,0.03,N/A,0,0
2025-11-29T19:01:24.005050,43350,user_service_app,98.59,N/A,0,0
2025-11-29T19:01:26.035889,43413,product_service_app,21.58,N/A,0,0
2025-11-29T19:01:29.060887,43531,order_service_app,0.59,N/A,0,0
2025-11-29T19:01:31.077250,43350,user_service_app,99.12,N/A,0,0
2025-11-29T19:01:33.110759,43413,product_service_app,25.09,N/A,0,0
2025-11-29T19:01:36.151725,43531,order_service_app,32.16,N/A,0,0
2025-11-29T19:01:38.162178,43350,user_service_app,99.26,N/A,0,0
2025-11-29T19:01:40.210907,43413,product_service_app,22.27,N/A,0,0
2025-11-29T19:01:43.241224,43531,order_service_app,0.04,N/A,0,0
2025-11-29T19:01:45.341170,43350,user_service_app,100.72,N/A,0,0
2025-11-29T19:01:47.388802,43413,product_service_app,26.25,N/A,0,0
2025-11-29T19:01:50.419165,43531,order_service_app,0.03,N/A,0,0
2025-11-29T19:01:52.447640,43350,user_service_app,101.56,N/A,0,0
2025-11-29T19:01:54.471753,43413,product_service_app,29.31,N/A,0,0
2025-11-29T19:01:57.497093,43531,order_service_app,0.03,N/A,0,0
2025-11-29T19:01:59.515074,43350,user_service_app,100.71,N/A,0,0
2025-11-29T19:02:01.541607,43413,product_service_app,20.08,N/A,0,0
2025-11-29T19:02:04.565975,43531,order_service_app,0.71,N/A,0,0
2025-11-29T19:02:06.591260,43350,user_service_app,99.44,N/A,0,0
2025-11-29T19:02:08.629817,43413,product_service_app,25.02,N/A,0,0
2025-11-29T19:02:11.659944,43531,order_service_app,0.75,N/A,0,0
2025-11-29T19:02:13.671449,43350,user_service_app,99.73,N/A,0,0
2025-11-29T19:02:15.699191,43413,product_service_app,26.75,N/A,0,0
2025-11-29T19:02:18.735206,43531,order_service_app,0.03,N/A,0,0
2025-11-29T19:02:20.751171,43350,user_service_app,102.08,N/A,0,0
2025-11-29T19:02:22.782915,43413,product_service_app,20.18,N/A,0,0
2025-11-29T19:02:25.816299,43531,order_service_app,0.04,N/A,0,0
2025-11-29T19:02:27.839755,43350,user_service_app,101.42,N/A,0,0
2025-11-29T19:02:29.883904,43413,product_service_app,28.83,N/A,0,0
2025-11-29T19:02:32.925965,43531,order_service_app,0.64,N/A,0,0
2025-11-29T19:02:34.951582,43350,user_service_app,100.78,N/A,0,0
2025-11-29T19:02:36.980160,43413,product_service_app,21.53,N/A,0,0
2025-11-29T19:02:39.998354,43531,order_service_app,0.5,N/A,0,0
2025-11-29T19:02:42.031320,43350,user_service_app,100.91,N/A,0,0
2025-11-29T19:02:44.059685,43413,product_service_app,35.73,N/A,0,0
2025-11-29T19:02:47.100953,43531,order_service_app,0.08,N/A,0,0
2025-11-29T19:02:49.128970,43350,user_service_app,101.45,N/A,0,0
2025-11-29T19:02:51.146825,43413,product_service_app,38.11,N/A,0,0
2025-11-29T19:02:54.176270,43531,order_service_app,0.03,N/A,0,0
2025-11-29T19:02:56.212358,43350,user_service_app,98.99,N/A,0,0
2025-11-29T19:02:58.227424,43413,product_service_app,25.89,N/A,0,0
2025-11-29T19:03:01.295883,43531,order_service_app,2.46,N/A,0,0
2025-11-29T19:03:03.338893,43350,user_service_app,101.63,N/A,0,0
2025-11-29T19:03:05.368537,43413,product_service_app,34.69,N/A,0,0
2025-11-29T19:03:08.412940,43531,order_service_app,1.97,N/A,0,0
2025-11-29T19:03:10.436796,43350,user_service_app,102.18,N/A,0,0
2025-11-29T19:03:12.472665,43413,product_service_app,30.05,N/A,0,0
2025-11-29T19:03:15.496873,43531,order_service_app,0.05,N/A,0,0
2025-11-29T19:03:17.522840,43350,user_service_app,100.18,N/A,0,0
2025-11-29T19:03:19.556979,43413,product_service_app,20.98,N/A,0,0
2025-11-29T19:03:22.596800,43531,order_service_app,1.14,N/A,0,0
2025-11-29T19:03:24.621869,43350,user_service_app,98.57,N/A,0,0
2025-11-29T19:03:26.638023,43413,product_service_app,25.8,N/A,0,0
2025-11-29T19:03:29.669332,43531,order_service_app,1.1,N/A,0,0
2025-11-29T19:03:31.706625,43350,user_service_app,98.29,N/A,0,0
2025-11-29T19:03:33.724097,43413,product_service_app,21.76,N/A,0,0
2025-11-29T19:03:36.763159,43531,order_service_app,0.05,N/A,0,0
2025-11-29T19:03:38.793186,43350,user_service_app,98.94,N/A,0,0
2025-11-29T19:03:40.809429,43413,product_service_app,42.47,N/A,0,0
2025-11-29T19:03:43.858219,43531,order_service_app,0.11,N/A,0,0
2025-11-29T19:03:45.892405,43350,user_service_app,98.34,N/A,0,0
2025-11-29T19:03:47.915414,43413,product_service_app,34.74,N/A,0,0
2025-11-29T19:03:50.954748,43531,order_service_app,2.06,N/A,0,0
2025-11-29T19:03:52.996581,43350,user_service_app,99.04,N/A,0,0
2025-11-29T19:03:55.063558,43413,product_service_app,35.92,N/A,0,0
2025-11-29T19:03:58.072845,43531,order_service_app,45.22,N/A,0,0
2025-11-29T19:04:00.095420,43350,user_service_app,99.86,N/A,0,0
2025-11-29T19:04:02.109982,43413,product_service_app,34.74,N/A,0,0
2025-11-29T19:04:05.159310,43531,order_service_app,0.05,N/A,0,0
2025-11-29T19:04:07.183844,43350,user_service_app,98.98,N/A,0,0
2025-11-29T19:04:09.212155,43413,product_service_app,26.63,N/A,0,0
2025-11-29T19:04:12.242596,43531,order_service_app,1.37,N/A,0,0
2025-11-29T19:04:14.272924,43350,user_service_app,101.72,N/A,0,0
2025-11-29T19:04:16.295226,43413,product_service_app,18.77,N/A,0,0
2025-11-29T19:04:19.387740,43531,order_service_app,0.06,N/A,0,0
2025-11-29T19:04:21.421760,43350,user_service_app,98.72,N/A,0,0
2025-11-29T19:04:23.447274,43413,product_service_app,40.74,N/A,0,0
2025-11-29T19:04:26.485305,43531,order_service_app,0.06,N/A,0,0
2025-11-29T19:04:28.551629,43350,user_service_app,101.19,N/A,0,0
2025-11-29T19:04:30.572842,43413,product_service_app,23.88,N/A,0,0
2025-11-29T19:04:33.621753,43531,order_service_app,0.11,N/A,0,0
2025-11-29T19:04:35.671498,43350,user_service_app,101.57,N/A,0,0
2025-11-29T19:04:37.701806,43413,product_service_app,22.71,N/A,0,0
2025-11-29T19:04:40.769395,43531,order_service_app,0.08,N/A,0,0
2025-11-29T19:04:42.801336,43350,user_service_app,99.33,N/A,0,0
2025-11-29T19:04:44.835903,43413,product_service_app,30.66,N/A,0,0
